WKT,IDENTIFIER,TYPE,NAME,SHORT_NAME,LOCATION,REFERENCE,AREA_KM2,WARNING,NOTES,RESTRICTION,GAZ_DATE,IN_FORCE_DATE,ORIG_LEGAL_INSTRUMENT,LATEST_LEGAL_INSTRUMENT,LEGAL_AREA,BIOGEOGRAPHIC_AREA,AGENCY,MPA_TYPE,SHAPE_Length
"MULTIPOLYGON (((19389378.3263 -5062443.6097,19389263.6671 -5062367.5504,19389278.4726 -5062372.1465,19389299.5119 -5062378.6701,19389332.2399 -5062385.0455,19389355.951 -5062387.7141,19389378.3263 -5062443.6097)))",,Type 2 MPA,Part Cook Strait Submarine Cable Closure,,Cook Strait,,0.00122049704394,,,,1/01/2009,,Submarine Cables and Pipelines Protection Act 1996,,,South Cook Strait,Ministry of Transport,Type II MPA Cable or Pipeline Zone,292.53436805
