X,Y,id,modified,language,bibliographicCitation,institutionCode,datasetName,basisOfRecord,dynamicProperties,source,catalogNumber,occurrenceRemarks,sex,lifeStage,occurrenceStatus,associatedTaxa,eventID,samplingProtocol,eventDate,year,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,identifiedBy,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,FID
174.5267,-35.8472,3147,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3147 W6 Notolabrus celidotus,Sourced from diver surveys 1990-1993,,,present,,1962,Diver survey,1990-06/1993-04,,W6,Pacific Ocean,New Zealand,,,Whangarei,2,30,-35.8472,174.5267,WGS84,200,POINT (174.5267 -35.8472),,,urn:lsid:marinespecies.org:taxname:281786,Notolabrus celidotus,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,,celidotus,,"(Bloch & Schneider, 1801)",4097
174.5906,-35.8389,3261,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3261 W14 Notolabrus fucicola,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:281788,Notolabrus fucicola,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,,fucicola,,"(Richardson, 1840)",4098
174.5906,-35.8389,4209,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4209 W14 Obliquichthys maryannae,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:281800,Obliquichthys maryannae,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Obliquichthys,,maryannae,,"Hardy, 1987",4099
174.5267,-35.8472,3253,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3253 W6 Notolabrus fucicola,Sourced from diver surveys 1990-1993,,,present,,1962,Diver survey,1990-06/1993-04,,W6,Pacific Ocean,New Zealand,,,Whangarei,2,30,-35.8472,174.5267,WGS84,200,POINT (174.5267 -35.8472),,,urn:lsid:marinespecies.org:taxname:281788,Notolabrus fucicola,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,,fucicola,,"(Richardson, 1840)",4100
174.5906,-35.8389,3497,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3497 W14 Odax pullus,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:281815,Odax pullus,Animalia,Chordata,Actinopteri,Perciformes,Odacidae,Odax,,pullus,,"(Forster, 1801)",4101
174.5267,-35.8472,4203,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4203 W6 Obliquichthys maryannae,Sourced from diver surveys 1990-1993,,,present,,1962,Diver survey,1990-06/1993-04,,W6,Pacific Ocean,New Zealand,,,Whangarei,2,30,-35.8472,174.5267,WGS84,200,POINT (174.5267 -35.8472),,,urn:lsid:marinespecies.org:taxname:281800,Obliquichthys maryannae,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Obliquichthys,,maryannae,,"Hardy, 1987",4102
174.5906,-35.8389,1338,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1338 W14 Optivus elongatus,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:281927,Optivus elongatus,Animalia,Chordata,Actinopteri,Beryciformes,Trachichthyidae,Optivus,,elongatus,,"(Günther, 1859)",4103
174.5267,-35.8472,4318,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4318 W6 Ruanoho whero,Sourced from diver surveys 1990-1993,,,present,,1962,Diver survey,1990-06/1993-04,,W6,Pacific Ocean,New Zealand,,,Whangarei,2,30,-35.8472,174.5267,WGS84,200,POINT (174.5267 -35.8472),,,urn:lsid:marinespecies.org:taxname:315532,Ruanoho whero,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Ruanoho,,whero,,"Hardy, 1986",4104
174.5267,-35.8472,1527,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1527 W6 Scorpaena papillosus,Sourced from diver surveys 1990-1993,,,present,,1962,Diver survey,1990-06/1993-04,,W6,Pacific Ocean,New Zealand,,,Whangarei,2,30,-35.8472,174.5267,WGS84,200,POINT (174.5267 -35.8472),,,urn:lsid:marinespecies.org:taxname:401036,Scorpaena papillosus,Animalia,Chordata,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,,papillosus,,"(Schneider & Forster, 1801)",4105
174.5906,-35.8389,1822,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1822 W14 Pagrus auratus,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:398546,Pagrus auratus,Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagrus,,auratus,,"(Forster, 1801)",4106
174.5267,-35.8472,2136,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2136 W6 Scorpis lineolatus,Sourced from diver surveys 1990-1993,,,present,,1962,Diver survey,1990-06/1993-04,,W6,Pacific Ocean,New Zealand,,,Whangarei,2,30,-35.8472,174.5267,WGS84,200,POINT (174.5267 -35.8472),,,urn:lsid:marinespecies.org:taxname:315585,Scorpis lineolatus,Animalia,Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,,lineolatus,,"Kner, 1865",4107
174.5906,-35.8389,4414,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4414 W14 Parablennius laticlavius,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:273131,Parablennius laticlavius,Animalia,Chordata,Actinopteri,Perciformes,Blenniidae,Parablennius,,laticlavius,,"(Griffin, 1926)",4108
174.5267,-35.8472,1907,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1907 W6 Upeneichthys lineatus,Sourced from diver surveys 1990-1993,,,present,,1962,Diver survey,1990-06/1993-04,,W6,Pacific Ocean,New Zealand,,,Whangarei,2,30,-35.8472,174.5267,WGS84,200,POINT (174.5267 -35.8472),,,urn:lsid:marinespecies.org:taxname:283081,Upeneichthys lineatus,Animalia,Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,,lineatus,,"(Bloch & Schneider, 1801)",4109
174.5906,-35.8389,4522,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4522 W14 Parika scaber,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:320098,Parika scaber,Animalia,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Parika,,scaber,,"(Forster, 1801)",4110
174.5267,-35.8472,1417,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1417 W6 Zeus faber,Sourced from diver surveys 1990-1993,,,present,,1962,Diver survey,1990-06/1993-04,,W6,Pacific Ocean,New Zealand,,,Whangarei,2,30,-35.8472,174.5267,WGS84,200,POINT (174.5267 -35.8472),,,urn:lsid:marinespecies.org:taxname:127427,Zeus faber,Animalia,Chordata,Actinopteri,Zeiformes,Zeidae,Zeus,,faber,,"Linnaeus, 1758",4111
174.5906,-35.8389,2945,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2945 W14 Parma alboscapularis,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:282152,Parma alboscapularis,Animalia,Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,,alboscapularis,,"Allen & Hoese, 1975",4112
174.5906,-35.8389,2009,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2009 W14 Pempheris adspersus,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:310126,Pempheris adspersus,Animalia,Chordata,Actinopteri,Perciformes,Pempheridae,Pempheris,,adspersus,,"Griffin, 1927",4113
174.5906,-35.8389,4437,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4437 W14 Plagiotremus tapeinosoma,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:219335,Plagiotremus tapeinosoma,Animalia,Chordata,Actinopteri,Perciformes,Blenniidae,Plagiotremus,,tapeinosoma,,"(Bleeker, 1857)",4114
174.5906,-35.8389,1776,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1776 W14 Pseudocaranx dentex,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:126812,Pseudocaranx dentex,Animalia,Chordata,Actinopteri,Perciformes,Carangidae,Pseudocaranx,,dentex,,"(Bloch & Schneider, 1801)",4115
174.5906,-35.8389,3372,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3372 W14 Pseudolabrus miles,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:282439,Pseudolabrus miles,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Pseudolabrus,,miles,,"(Schneider & Forster, 1801)",4116
174.5906,-35.8389,4326,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4326 W14 Ruanoho whero,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:315532,Ruanoho whero,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Ruanoho,,whero,,"Hardy, 1986",4117
174.5906,-35.8389,1532,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1532 W14 Scorpaena papillosus,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:401036,Scorpaena papillosus,Animalia,Chordata,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,,papillosus,,"(Schneider & Forster, 1801)",4118
174.5906,-35.8389,2144,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2144 W14 Scorpis lineolatus,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:315585,Scorpis lineolatus,Animalia,Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,,lineolatus,,"Kner, 1865",4119
174.5906,-35.8389,2236,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2236 W14 Scorpis violaceus,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:315588,Scorpis violaceus,Animalia,Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,,violaceus,,"(Hutton, 1873)",4120
174.5906,-35.8389,1915,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1915 W14 Upeneichthys lineatus,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:283081,Upeneichthys lineatus,Animalia,Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,,lineatus,,"(Bloch & Schneider, 1801)",4121
174.5906,-35.8389,1424,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1424 W14 Zeus faber,Sourced from diver surveys 1990-1993,,,present,,1956,Diver survey,1990-06/1993-04,,W14,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8389,174.5906,WGS84,200,POINT (174.5906 -35.8389),,,urn:lsid:marinespecies.org:taxname:127427,Zeus faber,Animalia,Chordata,Actinopteri,Zeiformes,Zeidae,Zeus,,faber,,"Linnaeus, 1758",4122
174.6069,-35.8386,2569,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2569 W15 Aplodactylus arctidens,Sourced from diver surveys 1990-1993,,,present,,1957,Diver survey,1990-06/1993-04,,W15,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8386,174.6069,WGS84,200,POINT (174.6069 -35.8386),,,urn:lsid:marinespecies.org:taxname:279656,Aplodactylus arctidens,Animalia,Chordata,Actinopteri,Perciformes,Aplodactylidae,Aplodactylus,,arctidens,,"Richardson, 1839",4123
172.1257,-34.1506,4132,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4132 T2 Obliquichthys maryannae,Sourced from diver surveys 1990-1993,,,present,,1943,Diver survey,1990-06/1993-04,,T2,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.1506,172.1257,WGS84,200,POINT (172.1257 -34.1506),,,urn:lsid:marinespecies.org:taxname:281800,Obliquichthys maryannae,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Obliquichthys,,maryannae,,"Hardy, 1987",4124
172.1257,-34.1506,3430,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3430 T2 Odax cyanoallix,Sourced from diver surveys 1990-1993,,,present,,1943,Diver survey,1990-06/1993-04,,T2,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.1506,172.1257,WGS84,200,POINT (172.1257 -34.1506),,,urn:lsid:marinespecies.org:taxname:281813,Odax cyanoallix,Animalia,Chordata,Actinopteri,Perciformes,Odacidae,Odax,,cyanoallix,,"Ayling & Paxton, 1983",4125
172.1257,-34.1506,1259,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1259 T2 Optivus elongatus,Sourced from diver surveys 1990-1993,,,present,,1943,Diver survey,1990-06/1993-04,,T2,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.1506,172.1257,WGS84,200,POINT (172.1257 -34.1506),,,urn:lsid:marinespecies.org:taxname:281927,Optivus elongatus,Animalia,Chordata,Actinopteri,Beryciformes,Trachichthyidae,Optivus,,elongatus,,"(Günther, 1859)",4126
172.1257,-34.1506,4346,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4346 T2 Parablennius laticlavius,Sourced from diver surveys 1990-1993,,,present,,1943,Diver survey,1990-06/1993-04,,T2,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.1506,172.1257,WGS84,200,POINT (172.1257 -34.1506),,,urn:lsid:marinespecies.org:taxname:273131,Parablennius laticlavius,Animalia,Chordata,Actinopteri,Perciformes,Blenniidae,Parablennius,,laticlavius,,"(Griffin, 1926)",4127
174.575,-35.8615,2695,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2695 W10 Cheilodactylus spectabilis,Sourced from diver surveys 1990-1993,,,present,,1952,Diver survey,1990-06/1993-04,,W10,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8615,174.575,WGS84,200,POINT (174.575 -35.8615),,,urn:lsid:marinespecies.org:taxname:311551,Cheilodactylus spectabilis,Animalia,Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,,spectabilis,,"Hutton, 1872",4128
172.1257,-34.1506,3513,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3513 T2 Parapercis colias,Sourced from diver surveys 1990-1993,,,present,,1943,Diver survey,1990-06/1993-04,,T2,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.1506,172.1257,WGS84,200,POINT (172.1257 -34.1506),,,urn:lsid:marinespecies.org:taxname:276989,Parapercis colias,Animalia,Chordata,Actinopteri,Perciformes,Pinguipedidae,Parapercis,,colias,,"(Forster, 1801)",4129
174.575,-35.8615,2474,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2474 W10 Chironemus marmoratus,Sourced from diver surveys 1990-1993,,,present,,1952,Diver survey,1990-06/1993-04,,W10,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8615,174.575,WGS84,200,POINT (174.575 -35.8615),,,urn:lsid:marinespecies.org:taxname:280158,Chironemus marmoratus,Animalia,Chordata,Actinopteri,Perciformes,Chironemidae,Chironemus,,marmoratus,,"Günther, 1860",4130
172.1257,-34.1506,4439,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4439 T2 Parika scaber,Sourced from diver surveys 1990-1993,,,present,,1943,Diver survey,1990-06/1993-04,,T2,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.1506,172.1257,WGS84,200,POINT (172.1257 -34.1506),,,urn:lsid:marinespecies.org:taxname:320098,Parika scaber,Animalia,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Parika,,scaber,,"(Forster, 1801)",4131
174.575,-35.8615,2859,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2859 W10 Chromis dispilus,Sourced from diver surveys 1990-1993,,,present,,1952,Diver survey,1990-06/1993-04,,W10,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8615,174.575,WGS84,200,POINT (174.575 -35.8615),,,urn:lsid:marinespecies.org:taxname:273720,Chromis dispilus,Animalia,Chordata,Actinopteri,Perciformes,Pomacentridae,Chromis,,dispilus,,"Griffin, 1923",4132
172.1257,-34.1506,1932,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1932 T2 Pempheris adspersus,Sourced from diver surveys 1990-1993,,,present,,1943,Diver survey,1990-06/1993-04,,T2,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.1506,172.1257,WGS84,200,POINT (172.1257 -34.1506),,,urn:lsid:marinespecies.org:taxname:310126,Pempheris adspersus,Animalia,Chordata,Actinopteri,Perciformes,Pempheridae,Pempheris,,adspersus,,"Griffin, 1927",4133
