X,Y,id,modified,language,bibliographicCitation,institutionCode,datasetName,basisOfRecord,dynamicProperties,source,catalogNumber,occurrenceRemarks,sex,lifeStage,occurrenceStatus,associatedTaxa,eventID,samplingProtocol,eventDate,year,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,identifiedBy,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,FID
174.5896,-35.849,2760,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2760 W12 Nemadactylus douglasii,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:281651,Nemadactylus douglasii,Animalia,Chordata,Actinopteri,Perciformes,Cheilodactylidae,Nemadactylus,,douglasii,,"(Hector, 1875)",4496
174.5896,-35.849,4035,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4035 W12 Notoclinops segmentatus,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:281778,Notoclinops segmentatus,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Notoclinops,,segmentatus,,"(McCulloch & Phillipps, 1923)",4497
172.1564,-34.143,2617,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2617 T5 Cheilodactylus spectabilis,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:311551,Cheilodactylus spectabilis,Animalia,Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,,spectabilis,,"Hutton, 1872",4498
174.5896,-35.849,4113,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4113 W12 Notoclinops yaldwyni,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:281779,Notoclinops yaldwyni,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Notoclinops,,yaldwyni,,"Hardy, 1987",4499
172.1564,-34.143,2800,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2800 T5 Chromis dispilus,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:273720,Chromis dispilus,Animalia,Chordata,Actinopteri,Perciformes,Pomacentridae,Chromis,,dispilus,,"Griffin, 1923",4500
174.5896,-35.849,3153,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3153 W12 Notolabrus celidotus,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:281786,Notolabrus celidotus,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,,celidotus,,"(Bloch & Schneider, 1801)",4501
174.5896,-35.849,3259,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3259 W12 Notolabrus fucicola,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:281788,Notolabrus fucicola,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,,fucicola,,"(Richardson, 1840)",4502
172.1564,-34.143,3796,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3796 T5 Forsterygion varium,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:280799,Forsterygion varium,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Forsterygion,,varium,,"(Forster, 1801)",4503
172.1564,-34.143,1107,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1107 T5 Gymnothorax nubilus,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:271862,Gymnothorax nubilus,Animalia,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,,nubilus,,"(Richardson, 1848)",4504
174.5896,-35.849,3290,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3290 W12 Notolabrus inscriptus,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:281790,Notolabrus inscriptus,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,,inscriptus,,"(Richardson, 1848)",4505
172.1564,-34.143,1108,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1108 T5 Gymnothorax obesus,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:271864,Gymnothorax obesus,Animalia,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,,obesus,,"(Whitley, 1932)",4506
174.5896,-35.849,4207,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4207 W12 Obliquichthys maryannae,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:281800,Obliquichthys maryannae,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Obliquichthys,,maryannae,,"Hardy, 1987",4507
174.5896,-35.849,1336,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1336 W12 Optivus elongatus,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:281927,Optivus elongatus,Animalia,Chordata,Actinopteri,Beryciformes,Trachichthyidae,Optivus,,elongatus,,"(Günther, 1859)",4508
174.5896,-35.849,4520,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4520 W12 Parika scaber,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:320098,Parika scaber,Animalia,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Parika,,scaber,,"(Forster, 1801)",4509
174.5896,-35.849,2944,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2944 W12 Parma alboscapularis,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:282152,Parma alboscapularis,Animalia,Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,,alboscapularis,,"Allen & Hoese, 1975",4510
172.1564,-34.143,1653,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1653 T5 Hypoplectrodes huntii,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:281106,Hypoplectrodes huntii,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Hypoplectrodes,,huntii,,"(Hector, 1875)",4511
174.5896,-35.849,2007,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2007 W12 Pempheris adspersus,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:310126,Pempheris adspersus,Animalia,Chordata,Actinopteri,Perciformes,Pempheridae,Pempheris,,adspersus,,"Griffin, 1927",4512
172.1564,-34.143,3900,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3900 T5 Karalepis stewarti,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:281211,Karalepis stewarti,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Karalepis,,stewarti,,"Hardy, 1984",4513
174.5896,-35.849,1774,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1774 W12 Pseudocaranx dentex,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:126812,Pseudocaranx dentex,Animalia,Chordata,Actinopteri,Perciformes,Carangidae,Pseudocaranx,,dentex,,"(Bloch & Schneider, 1801)",4514
172.1564,-34.143,2360,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2360 T5 Kyphosus sydneyanus,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:273525,Kyphosus sydneyanus,Animalia,Chordata,Actinopteri,Perciformes,Kyphosidae,Kyphosus,,sydneyanus,,"(Günther, 1886)",4515
174.5896,-35.849,4324,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4324 W12 Ruanoho whero,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:315532,Ruanoho whero,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Ruanoho,,whero,,"Hardy, 1986",4516
172.1564,-34.143,2777,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2777 T5 Latridopsis ciliaris,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:281277,Latridopsis ciliaris,Animalia,Chordata,Actinopteri,Perciformes,Latridae,Latridopsis,,ciliaris,,"(Forster, 1801)",4517
174.5896,-35.849,1531,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1531 W12 Scorpaena papillosus,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:401036,Scorpaena papillosus,Animalia,Chordata,Actinopteri,Scorpaeniformes,Scorpaenidae,Scorpaena,,papillosus,,"(Schneider & Forster, 1801)",4518
172.1564,-34.143,1210,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1210 T5 Lotella rhacinus,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:400572,Lotella rhacinus,Animalia,Chordata,Actinopteri,Gadiformes,Moridae,Lotella,,rhacinus,,"(Forster, 1801)",4519
174.5896,-35.849,2142,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2142 W12 Scorpis lineolatus,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:315585,Scorpis lineolatus,Animalia,Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,,lineolatus,,"Kner, 1865",4520
172.1564,-34.143,2720,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2720 T5 Nemadactylus douglasii,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:281651,Nemadactylus douglasii,Animalia,Chordata,Actinopteri,Perciformes,Cheilodactylidae,Nemadactylus,,douglasii,,"(Hector, 1875)",4521
174.5896,-35.849,2234,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2234 W12 Scorpis violaceus,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:315588,Scorpis violaceus,Animalia,Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,,violaceus,,"(Hutton, 1873)",4522
172.1564,-34.143,4058,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-4058 T5 Notoclinops yaldwyni,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:281779,Notoclinops yaldwyni,Animalia,Chordata,Actinopteri,Perciformes,Tripterygiidae,Notoclinops,,yaldwyni,,"Hardy, 1987",4523
174.5896,-35.849,1913,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1913 W12 Upeneichthys lineatus,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:283081,Upeneichthys lineatus,Animalia,Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,,lineatus,,"(Bloch & Schneider, 1801)",4524
172.1564,-34.143,3182,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3182 T5 Notolabrus fucicola,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:281788,Notolabrus fucicola,Animalia,Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,,fucicola,,"(Richardson, 1840)",4525
174.5896,-35.849,1422,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1422 W12 Zeus faber,Sourced from diver surveys 1990-1993,,,present,,1954,Diver survey,1990-06/1993-04,,W12,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.849,174.5896,WGS84,200,POINT (174.5896 -35.849),,,urn:lsid:marinespecies.org:taxname:127427,Zeus faber,Animalia,Chordata,Actinopteri,Zeiformes,Zeidae,Zeus,,faber,,"Linnaeus, 1758",4526
172.1564,-34.143,3433,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-3433 T5 Odax cyanoallix,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:281813,Odax cyanoallix,Animalia,Chordata,Actinopteri,Perciformes,Odacidae,Odax,,cyanoallix,,"Ayling & Paxton, 1983",4527
174.5833,-35.8379,2567,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2567 W13 Aplodactylus arctidens,Sourced from diver surveys 1990-1993,,,present,,1955,Diver survey,1990-06/1993-04,,W13,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8379,174.5833,WGS84,200,POINT (174.5833 -35.8379),,,urn:lsid:marinespecies.org:taxname:279656,Aplodactylus arctidens,Animalia,Chordata,Actinopteri,Perciformes,Aplodactylidae,Aplodactylus,,arctidens,,"Richardson, 1839",4528
172.1564,-34.143,1261,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1261 T5 Optivus elongatus,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:281927,Optivus elongatus,Animalia,Chordata,Actinopteri,Beryciformes,Trachichthyidae,Optivus,,elongatus,,"(Günther, 1859)",4529
174.5833,-35.8379,2698,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2698 W13 Cheilodactylus spectabilis,Sourced from diver surveys 1990-1993,,,present,,1955,Diver survey,1990-06/1993-04,,W13,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8379,174.5833,WGS84,200,POINT (174.5833 -35.8379),,,urn:lsid:marinespecies.org:taxname:311551,Cheilodactylus spectabilis,Animalia,Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,,spectabilis,,"Hutton, 1872",4530
172.1564,-34.143,1780,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-1780 T5 Pagrus auratus,Sourced from diver surveys 1990-1993,,,present,,1946,Diver survey,1990-06/1993-04,,T5,Pacific Ocean,New Zealand,,,Three Kings Is,6,45,-34.143,172.1564,WGS84,200,POINT (172.1564 -34.143),,,urn:lsid:marinespecies.org:taxname:398546,Pagrus auratus,Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Pagrus,,auratus,,"(Forster, 1801)",4531
174.5833,-35.8379,2477,2015-09-19T12:00:00.000Z,en,"F. J. Brook (2002) Biogeography of near-shore reef fishes in northern New Zealand, Journal of the Royal Society of New Zealand, 32:2, 243-274, DOI:10.1080/03014223.2002.9517694",DoC,Near-shore reef fishes in northern New Zealand,HumanObservation,,,MBIS-2477 W13 Chironemus marmoratus,Sourced from diver surveys 1990-1993,,,present,,1955,Diver survey,1990-06/1993-04,,W13,Pacific Ocean,New Zealand,,,Whangarei,6,45,-35.8379,174.5833,WGS84,200,POINT (174.5833 -35.8379),,,urn:lsid:marinespecies.org:taxname:280158,Chironemus marmoratus,Animalia,Chordata,Actinopteri,Perciformes,Chironemidae,Chironemus,,marmoratus,,"Günther, 1860",4532
