X,Y,OBJECTID,MONTH,YEAR,LOCALITY,NUMBER,NAME
174.921759229562554,-41.224087819926673,1497,3,1947,Waiwhetu Stream, ,Inanga 
174.921277046929532,-41.223915684946718,1498,2,2004,Waiwhetu Stream, ,Inanga 
174.921277046929532,-41.223915684946718,1499,2,2004,Waiwhetu Stream, ,Shortfin eel 
174.860896893426855,-41.22328085268412,1500,7,1975,Korokoro Stream, ,Bluegill bully 
174.860896893426855,-41.22328085268412,1501,7,1975,Korokoro Stream, ,Longfin eel 
174.860896893426855,-41.22328085268412,1502,7,1975,Korokoro Stream, ,Brown trout 
174.860896893426855,-41.22328085268412,1503,7,1975,Korokoro Stream, ,Redfin bully 
174.861320054199552,-41.222211238861362,1504,11,2007,Korokoro Stream,    11,Brown trout 
174.861320054199552,-41.222211238861362,1505,11,2007,Korokoro Stream,    22,Longfin eel 
174.861320054199552,-41.222211238861362,1506,11,2007,Korokoro Stream,     4,Shortfin eel 
174.861320054199552,-41.222211238861362,1507,11,2007,Korokoro Stream,     6,Common bully
174.861320054199552,-41.222211238861362,1508,11,2007,Korokoro Stream,    62,Redfin bully 
174.861320054199552,-41.222211238861362,1509,11,2007,Korokoro Stream,   105,Bluegill bully 
174.861320054199552,-41.222211238861362,1510,11,2007,Korokoro Stream,    57,Koaro 
174.715374122245436,-41.223727829618788,1511,4,1965,Hawkins Gully,     1,Estuarine triplefin 
174.715374122245436,-41.223727829618788,1512,4,1965,Hawkins Gully,     2,Giant kokopu 
174.715374122245436,-41.223727829618788,1513,4,1965,Hawkins Gully, ,Banded kokopu 
174.715374122245436,-41.223727829618788,1514,4,1965,Hawkins Gully, ,Inanga 
174.715374122245436,-41.223727829618788,1515,4,1965,Hawkins Gully, ,Brown trout 
174.715374122245436,-41.223727829618788,1516,4,1965,Hawkins Gully, ,Unidentified eel 
174.715374122245436,-41.223727829618788,1517,4,1965,Hawkins Gully, ,Redfin bully 
175.483105572691613,-41.209624033523099,1518,2,2005,Huangarua River, ,Common bully
175.483105572691613,-41.209624033523099,1519,2,2005,Huangarua River, ,Perch 
175.483105572691613,-41.209624033523099,1520,2,2005,Huangarua River, ,Inanga 
